NQUEST,COMPRENS,ITA,VEROAF,VEROAB,VERORED,KLIMA,FACIL,DURATA
814390,10,10,10,10,9,10,10,60
814448,10,10,10,10,10,10,10,40
814466,8,9,9,9,9,9,9,36
814468,9,9,9,9,9,9,9,58
814527,9,9,10,10,9,10,10,62
814532,10,9,9,9,9,10,10,67
814546,10,10,10,10,10,10,10,45
814586,10,10,7,9,6,10,10,45
814649,8,9,7,9,8,10,8,86
814735,10,10,10,10,10,10,10,51
814738,10,10,10,10,10,10,10,34
814786,9,9,8,10,9,9,9,73
814849,8,8,8,8,8,8,8,27
814862,6,6,5,8,7,6,6,41
814868,8,8,8,8,8,8,8,37
814889,8,8,10,10,10,10,10,41
814902,9,9,5,7,4,2,5,30
814907,5,5,8,7,8,7,6,38
814992,7,8,8,8,8,9,7,59
815015,8,8,9,9,9,8,8,52
815049,7,8,7,8,7,8,7,55
815135,10,10,10,10,10,10,10,42
815136,10,10,7,8,8,10,10,41
815147,8,8,6,8,7,7,8,55
815154,5,5,10,10,10,4,5,40
815181,8,6,5,7,6,7,7,41
815186,6,6,8,8,8,6,6,30
815192,10,10,10,10,10,10,10,47
815195,8,7,6,8,6,7,7,73
815291,10,10,7,8,8,10,10,22
815307,10,10,8,10,8,9,9,24
815352,10,10,9,8,8,9,9,53
815374,9,9,8,9,8,9,9,66
815398,9,9,9,9,9,8,9,60
815403,9,9,8,9,9,10,9,80
815411,9,9,9,8,9,9,9,52
815412,9,9,9,9,9,8,9,66
815415,9,9,8,9,8,9,9,52
815416,9,9,8,9,9,9,8,40
815422,9,9,8,9,9,6,7,49
815459,10,10,7,8,5,10,8,70
815465,6,10,9,9,10,10,6,38
815502,9,10,7,10,10,8,8,22
815511,10,10,7,10,9,10,9,41
815523,10,10,10,10,10,10,10,26
815544,10,10,10,10,10,10,10,41
815558,9,9,10,10,10,9,9,37
815559,10,10,9,10,10,9,9,33
815560,7,7,9,10,9,9,9,24
815753,9,8,7,8,7,7,8,65
815767,8,8,7,8,8,8,8,42
815783,9,9,9,9,9,9,9,39
815790,6,8,7,9,9,9,7,47
815857,4,6,8,8,7,8,5,49
815896,10,10,9,10,9,10,9,60
815946,4,8,3,5,8,7,8,28
815955,8,7,3,7,7,8,8,36
815960,7,8,7,8,7,6,7,37
816001,7,8,2,6,3,7,6,54
816006,10,10,10,10,10,10,10,53
816029,10,10,10,10,10,10,10,48
816061,10,10,10,10,10,10,10,57
816082,5,5,4,6,6,7,7,30
816097,8,8,4,6,4,8,8,33
816107,6,6,4,9,5,9,5,37
816124,6,7,5,8,5,9,8,39
816139,6,6,8,8,8,8,8,44
816196,8,8,4,8,8,8,8,42
816201,4,2,2,6,4,2,3,37
816213,9,9,9,9,9,9,9,48
816220,7,6,7,6,5,7,7,56
816221,7,7,8,8,8,8,7,37
816249,6,6,6,6,6,8,5,33
816315,4,7,7,10,9,7,8,23
816329,7,7,4,7,4,8,8,46
816383,2,6,7,10,7,8,4,23
816397,5,6,7,8,5,8,8,28
816402,8,8,4,7,4,7,7,38
816433,6,6,8,8,8,8,9,33
816437,6,7,5,8,8,8,8,28
816527,2,9,9,10,5,8,6,24
816585,8,8,8,8,6,8,8,56
816781,8,8,8,10,10,10,7,35
816816,9,8,7,7,8,9,9,41
816827,9,9,7,8,9,9,9,52
816839,9,8,7,8,8,9,9,53
816844,9,9,7,7,8,9,9,44
816847,9,9,8,9,9,9,9,42
816862,7,8,7,8,7,8,8,36
816866,9,9,7,9,7,8,7,39
816868,9,8,8,8,8,9,9,24
816897,6,5,5,6,6,6,6,54
816919,6,6,4,8,3,5,6,57
817059,9,8,9,10,10,10,7,55
817067,7,7,7,9,7,5,6,51
817082,7,7,9,9,9,9,7,58
817090,7,6,7,8,7,4,6,23
817149,10,10,10,10,10,10,10,45
817160,10,5,5,5,5,8,6,48
817169,10,10,10,10,10,10,10,40
817180,10,10,10,10,10,10,10,70
817203,10,10,6,9,8,10,10,46
817204,10,10,10,10,10,10,10,39
817236,8,8,7,7,7,8,8,50
817238,6,7,7,7,7,5,5,55
817245,8,9,9,9,9,9,8,55
817248,8,9,9,9,9,9,8,55
817249,9,9,9,9,9,9,9,62
817251,8,8,8,8,8,8,7,55
817262,7,8,6,7,6,8,7,50
817276,8,8,7,7,7,8,8,55
817281,8,8,8,8,8,7,7,57
817287,7,7,6,6,6,7,7,57
817294,7,8,8,8,8,8,7,55
817303,6,7,7,8,8,6,5,45
817385,9,9,9,9,9,9,9,52
817400,9,8,7,8,8,8,9,56
817402,7,7,7,7,7,7,7,56
817405,7,7,7,7,7,7,7,56
817438,6,6,5,7,7,7,7,45
817480,8,8,7,9,9,8,8,50
817487,8,8,7,9,8,8,8,40
817534,8,8,8,8,8,8,8,50
817553,7,7,6,7,7,7,7,27
817567,8,8,8,8,8,8,8,45
817656,9,9,8,9,9,9,9,89
817664,9,8,8,9,9,7,7,65
817675,2,2,9,9,9,9,2,39
817706,8,8,8,8,9,9,8,26
817742,5,5,3,8,8,6,7,40
817745,9,9,7,9,9,9,9,48
817747,8,9,8,9,9,10,9,45
817748,10,9,8,9,10,8,9,41
817749,10,9,8,9,9,8,9,42
817763,9,9,9,9,9,10,9,48
817815,9,9,9,9,9,10,9,64
817842,7,7,9,9,9,8,7,50
817858,8,8,9,9,9,10,8,43
817886,9,9,9,9,9,10,9,52
817905,10,10,9,9,9,9,9,43
817940,10,9,9,10,10,9,9,34
817967,9,9,9,9,9,10,9,46
817975,9,9,9,9,9,10,9,51
818040,8,9,9,9,8,10,8,54
818057,10,10,9,9,9,9,9,37
818064,10,9,8,9,9,8,8,35
818071,8,8,9,9,9,10,8,50
818099,8,8,9,9,9,10,9,54
818113,8,9,9,9,9,10,9,52
818125,8,8,9,9,8,10,8,46
818166,8,8,9,9,8,10,8,47
818217,10,9,9,10,10,8,8,37
818245,10,9,9,9,10,8,8,38
818290,8,8,8,9,8,10,8,63
818345,10,10,10,10,10,10,10,60
818396,10,10,10,10,10,10,10,41
818398,10,10,10,10,10,10,10,74
818425,10,10,10,10,9,10,9,60
818426,10,10,8,10,10,10,10,60
818435,10,10,10,10,10,10,10,60
818491,9,9,9,9,9,9,9,47
818560,8,9,9,9,9,9,9,65
818571,8,8,8,8,8,7,8,60
818577,7,9,9,9,9,9,7,60
818591,7,8,9,9,9,9,7,55
818612,7,8,9,9,9,9,7,50
818631,7,7,7,7,7,7,7,91
818640,7,7,7,7,7,7,7,58
818704,6,7,8,8,8,8,6,39
818768,10,9,8,9,10,9,9,70
818769,10,10,9,10,9,9,9,65
818857,9,9,8,9,9,9,9,29
818869,9,9,6,7,7,9,9,40
818972,9,9,9,9,9,9,9,52
819010,10,10,9,9,7,10,10,75
819031,7,10,7,9,9,10,8,60
819125,7,7,4,6,5,7,6,76
819127,8,7,6,8,7,7,6,89
819139,5,5,5,6,6,6,6,73
819153,5,5,4,6,4,5,6,77
819156,4,6,7,7,7,6,5,57
819163,5,5,3,6,6,7,6,85
819168,6,6,6,7,6,6,6,82
819190,9,10,4,8,6,7,6,50
819197,9,10,8,8,7,10,10,55
819258,9,9,8,9,7,8,6,81
819330,10,10,10,10,10,10,10,44
819349,10,10,10,10,10,10,10,48
819350,10,10,10,10,10,10,10,49
819402,7,6,7,7,7,7,7,40
819433,7,7,8,8,8,7,7,60
819453,8,8,8,8,8,8,8,45
819456,7,7,7,7,7,7,7,51
819465,10,10,10,10,10,10,10,67
819490,7,7,7,7,7,7,7,32
819511,7,7,7,7,7,7,7,54
819517,7,7,7,7,7,7,7,91
819522,7,7,6,7,5,7,7,55
819575,10,10,10,10,10,10,10,42
819599,8,8,10,10,10,9,10,66
819603,10,10,8,9,10,10,10,52
819625,8,6,7,10,7,8,8,43
819626,9,9,9,9,9,9,9,42
819653,9,9,9,9,9,9,9,84
819661,8,8,7,10,7,7,8,56
819664,10,10,9,10,9,9,9,45
819685,9,10,8,9,8,9,9,53
819693,9,8,8,9,8,8,8,54
819711,10,9,10,10,10,10,10,24
819727,9,10,10,10,10,10,8,38
819735,10,10,10,10,10,10,10,38
819750,10,10,10,10,10,10,10,62
819831,9,9,9,9,9,9,9,77
819849,8,8,9,9,9,8,6,40
819955,8,8,4,8,6,8,8,32
819972,8,8,7,8,8,8,8,34
820037,8,8,7,8,8,9,8,60
820054,8,10,9,10,10,10,8,62
820063,10,9,8,10,9,10,9,53
820069,8,10,7,8,8,9,9,47
820087,9,10,8,10,8,10,8,49
820115,5,5,5,7,5,7,5,46
820116,6,7,7,7,7,7,7,34
820118,6,6,5,6,5,8,6,40
820152,5,5,6,6,6,6,5,31
820171,7,7,7,7,8,9,7,32
820173,4,5,6,8,6,4,4,108
820176,5,6,5,7,7,7,5,53
820210,7,7,8,7,9,7,7,47
820251,6,6,9,8,7,6,6,39
820254,7,6,9,8,9,7,6,41
820274,9,9,9,9,9,9,9,41
820429,7,8,5,5,5,4,4,42
820459,6,6,6,5,6,4,5,23
820465,9,9,9,9,9,9,9,37
820474,6,6,8,8,8,6,6,39
820552,7,8,8,8,8,6,6,36
820569,10,10,9,6,8,8,8,81
820575,6,8,6,6,6,8,7,27
820593,6,6,8,8,8,8,6,38
820602,8,8,8,8,8,5,5,44
820606,8,8,9,9,9,9,8,55
820632,8,7,8,9,8,7,8,32
820645,7,8,7,7,7,8,7,50
820670,9,9,8,8,8,8,8,55
820675,8,8,8,9,9,9,9,36
820697,10,9,6,9,9,9,9,68
820707,9,8,7,9,9,9,9,38
820718,8,8,8,8,8,8,8,32
820745,7,7,7,7,7,7,7,29
820818,8,9,9,9,9,9,9,56
820826,6,6,7,6,6,5,6,34
820837,9,9,9,9,8,9,9,37
820846,9,8,7,8,5,8,8,22
820847,8,8,8,8,9,8,8,24
820886,9,9,9,9,9,9,9,51
820918,7,8,9,9,9,9,7,37
820966,8,8,8,8,8,8,8,57
820967,7,7,7,7,7,7,7,63
821008,8,8,8,8,8,8,8,51
821020,8,8,8,8,8,8,8,42
821037,7,7,6,6,6,7,7,58
821090,7,7,7,7,7,7,7,79
821094,7,7,6,7,6,8,8,62
821126,8,7,6,9,6,7,8,89
821160,10,10,10,10,10,10,10,52
821170,10,10,10,10,10,10,10,93
821181,8,8,8,8,8,8,8,56
821206,8,8,6,8,8,8,9,45
821217,10,10,10,10,9,10,10,47
821218,9,9,6,8,7,9,9,68
821271,7,8,7,9,8,8,8,89
821342,10,10,10,10,10,10,10,76
821350,9,8,6,8,8,8,8,79
821387,9,10,8,8,9,10,9,38
821427,10,10,8,9,8,7,7,60
821451,8,8,8,8,8,8,8,81
821489,7,8,4,10,8,10,10,45
821501,7,7,7,7,6,7,7,29
821544,8,7,8,10,9,10,7,40
821574,7,8,8,8,8,8,8,55
821609,10,10,9,10,8,10,10,98
821643,10,9,9,10,8,10,7,61
821675,10,10,10,10,10,10,10,66
821692,10,10,10,10,10,10,10,71
821713,10,10,10,10,10,10,10,61
821727,9,10,10,10,10,10,10,54
821770,3,3,3,3,3,3,3,120
821789,6,6,6,6,6,6,6,120
821817,5,5,6,5,6,6,6,130
821836,9,8,7,9,8,10,9,87
821841,9,8,10,10,10,10,10,85
821844,9,8,8,10,8,10,10,77
821852,9,9,7,7,7,9,9,83
821854,9,8,8,10,9,10,10,85
821856,10,10,8,10,8,10,10,80
821984,5,9,8,9,9,8,7,40
821987,8,8,7,9,7,9,7,28
821993,7,9,8,9,9,9,9,35
821998,8,9,6,9,7,7,8,42
822019,7,8,7,8,8,9,9,45
822033,8,9,9,8,8,9,9,37
822034,6,6,8,9,8,9,6,43
822119,8,8,8,8,8,9,8,60
822123,9,9,9,9,9,9,9,65
822126,8,8,9,9,9,9,8,57
822133,8,8,8,8,8,9,8,55
822139,7,7,7,7,7,5,7,50
822150,8,9,8,9,7,7,7,62
822151,7,7,8,8,8,8,7,62
822166,8,7,8,8,8,9,8,60
822191,10,10,6,10,10,10,10,40
822218,10,8,8,9,9,8,9,35
822255,10,10,8,10,10,10,10,36
822263,10,10,7,10,10,10,10,38
822266,10,10,10,10,10,10,10,40
822281,10,10,10,10,10,10,10,39
822289,9,9,8,10,10,8,8,35
822301,9,9,7,9,9,9,9,34
822398,9,9,5,6,5,9,9,31
822408,7,8,6,8,7,8,8,45
822419,9,9,6,8,8,9,9,40
822468,8,8,8,8,7,9,9,28
822470,9,9,8,9,9,9,9,55
822497,9,9,8,9,9,9,9,40
822518,10,10,8,9,9,9,10,48
822530,8,8,6,7,6,9,8,49
822536,9,9,9,9,9,9,9,53
822559,8,8,7,9,8,9,8,53
822589,8,8,9,7,9,9,9,70
822614,8,9,7,7,7,8,8,61
822675,10,10,10,10,10,10,10,66
822678,9,9,9,9,9,9,9,55
822694,10,10,10,10,10,10,10,65
822700,10,10,10,10,10,10,10,79
822704,10,10,10,10,10,10,10,40
822725,9,9,9,9,9,9,9,53
822754,10,10,10,10,10,10,10,115
822776,9,10,7,8,6,8,8,65
822826,6,8,7,8,7,8,7,60
822908,8,8,9,8,9,8,9,51
822928,7,8,8,8,9,9,10,39
823046,8,8,8,9,9,9,9,63
823053,5,7,8,8,8,8,8,46
823188,6,6,7,8,8,7,7,35
823232,6,5,6,5,6,6,6,33
823250,8,8,5,7,6,8,8,35
823258,9,10,6,8,8,8,8,59
823259,9,9,5,9,6,9,9,54
823327,6,6,7,9,7,10,6,57
823337,6,6,6,9,6,10,6,46
823338,9,9,7,9,7,10,8,92
823343,6,6,5,8,6,10,6,43
823346,4,6,7,10,6,10,4,28
823395,8,8,9,9,9,9,8,62
823425,9,9,9,9,8,9,9,70
823427,8,8,8,8,8,8,8,60
823432,8,8,9,9,8,9,8,55
823447,8,8,9,9,9,9,8,57
823451,8,8,9,9,9,7,7,56
823477,6,6,2,6,2,10,3,29
823488,7,8,8,8,8,8,8,34
823490,4,3,4,5,5,4,4,22
823506,1,8,5,8,9,9,2,57
823519,3,8,3,9,1,5,2,35
823522,3,3,2,2,2,2,2,33
823524,3,8,5,7,3,9,3,41
823608,7,8,6,8,6,5,6,39
823641,9,9,9,9,9,8,8,60
823679,8,8,9,10,10,10,10,71
823707,7,8,10,10,9,9,9,47
823752,9,9,9,9,9,9,9,58
823767,10,10,10,10,8,10,10,53
823842,10,10,10,10,10,10,10,33
823849,6,7,10,10,10,6,6,24
823865,7,7,7,7,7,7,7,25
823868,8,8,8,8,8,8,8,33
823871,9,9,9,9,9,9,9,35
823918,9,9,8,8,8,9,9,30
823954,9,10,10,10,10,10,8,60
823957,10,10,10,10,10,10,9,40
823959,10,10,10,10,10,10,9,110
823963,8,10,10,10,10,10,8,100
823993,10,10,10,10,10,10,8,120
823998,8,10,10,10,10,10,8,100
824120,7,8,8,8,8,7,7,55
824125,7,7,9,9,9,9,7,55
824155,7,7,8,8,8,6,6,62
824196,10,10,10,10,10,10,10,80
824236,8,10,10,10,10,10,10,20
824241,10,8,8,8,8,9,9,38
824302,6,6,6,8,8,6,6,33
824338,8,8,8,8,8,8,8,54
824344,8,9,9,9,9,9,9,50
824345,9,9,9,9,9,9,9,57
824351,10,9,9,8,10,9,10,86
824419,10,10,10,10,10,10,10,27
824425,10,10,10,10,10,10,10,38
824434,8,7,9,9,9,6,8,35
824454,9,9,7,8,8,8,9,75
824480,7,7,6,8,8,8,7,50
824574,6,7,8,8,8,6,6,29
824623,6,7,2,7,5,9,7,94
824637,9,9,8,9,9,9,9,65
824649,7,6,4,7,8,1,1,43
824663,8,7,7,7,8,7,7,49
824671,7,6,5,6,7,6,6,50
824695,7,7,8,7,6,7,6,33
824718,6,7,6,6,7,6,6,45
824724,7,7,6,8,8,9,7,70
824725,9,9,6,9,5,8,9,76
824730,7,7,7,8,9,9,9,50
824734,9,9,8,9,7,8,8,62
824735,9,9,7,9,10,9,9,70
824755,10,10,10,10,10,10,10,71
824761,8,7,7,9,5,8,7,55
824797,8,7,7,7,7,7,7,60
824798,8,8,3,9,9,5,6,45
824803,4,4,9,8,8,6,7,50
824808,6,6,6,6,6,6,6,50
824817,7,6,7,7,7,6,6,45
824824,6,6,3,6,4,4,4,50
824834,7,7,7,7,7,6,6,45
824846,6,6,5,6,5,7,6,40
824857,8,8,8,8,8,8,8,60
824869,9,9,9,9,9,9,9,38
824876,9,8,8,8,8,9,8,31
824887,9,9,9,9,9,9,9,27
824891,9,9,8,9,9,9,9,40
824938,7,7,6,8,8,8,8,65
825040,7,7,8,9,8,8,8,39
825068,9,10,10,10,10,10,10,82
825071,8,8,10,9,9,10,10,49
825078,9,9,9,9,9,9,9,47
825096,10,10,8,9,10,10,10,65
825153,9,10,10,10,10,10,10,53
825164,8,9,1,10,10,10,8,80
825172,10,10,8,10,9,10,10,80
825175,10,10,10,10,10,10,10,55
825184,9,10,10,10,10,10,9,29
825189,10,10,10,10,10,10,10,85
825197,9,10,7,7,10,10,10,28
825214,8,8,8,8,8,8,8,27
825216,9,9,9,9,9,10,9,35
825217,6,6,10,9,10,8,7,38
825240,9,8,8,9,9,9,8,40
825314,8,8,8,9,9,9,8,35
825510,9,9,9,9,9,10,8,50
825513,8,8,8,9,8,9,8,35
825528,8,8,8,8,9,9,8,34
825721,6,9,7,9,7,7,6,45
825782,9,9,8,8,8,9,8,30
825824,9,8,5,9,5,9,7,45
825849,7,9,9,9,9,9,9,43
825859,9,9,9,9,9,9,9,77
825889,8,8,8,9,8,8,8,55
825940,9,8,9,9,9,8,8,60
825951,8,9,9,9,9,9,8,55
825977,8,8,8,8,8,8,8,37
826006,7,7,7,7,7,7,7,33
826105,6,7,7,7,7,9,9,59
826115,9,8,7,6,5,9,9,29
826118,9,9,8,9,8,9,9,47
826132,7,7,8,8,9,10,10,28
826135,9,9,7,7,7,9,9,50
826152,8,8,8,9,9,9,9,31
826210,7,7,7,7,7,7,7,55
826214,8,8,7,8,5,9,9,74
826216,10,10,10,10,10,10,10,98
826224,9,9,6,8,5,8,8,75
826234,9,10,9,10,6,10,9,80
826242,6,5,8,10,9,9,7,79
826248,10,10,8,10,10,10,9,86
826262,9,10,9,10,9,9,9,51
826266,10,10,8,8,9,10,9,77
826307,10,10,8,10,10,10,10,60
826347,10,10,10,10,8,10,10,60
826362,9,9,9,9,9,9,9,122
826365,10,10,10,10,10,10,10,49
826412,10,10,10,10,10,10,10,49
826416,10,10,10,10,10,10,10,59
826427,9,9,9,9,9,9,9,52
826456,10,10,10,10,10,10,10,56
826489,10,10,10,10,9,10,9,62
826507,7,8,8,8,8,7,6,55
826509,9,9,8,9,9,9,8,60
826516,9,9,7,7,7,9,9,55
826559,7,7,10,8,10,7,7,47
826565,8,8,9,9,9,9,8,55
826570,6,7,7,8,8,7,7,60
826574,8,8,7,7,7,8,8,55
826584,8,8,8,9,8,7,7,55
826595,8,8,9,9,9,9,7,60
826605,7,7,7,8,7,6,5,55
826622,7,7,7,7,7,7,7,55
826687,8,8,8,8,8,8,7,59
826693,7,8,7,8,8,8,7,55
826696,8,8,9,9,9,9,8,55
826729,10,10,6,6,7,10,10,53
826744,10,10,10,10,10,10,10,71
826757,10,10,7,9,9,8,9,53
826877,8,8,8,8,8,9,8,55
826892,7,8,7,7,7,9,7,57
826929,6,7,7,8,8,6,6,55
826955,8,8,6,7,7,9,9,55
826959,5,6,6,8,6,7,5,60
826971,8,8,8,8,8,9,8,55
826979,5,8,6,8,6,4,5,60
826996,9,9,9,9,9,9,9,65
827006,9,9,8,8,8,9,8,75
827036,9,9,9,9,9,9,9,57
827046,8,8,8,8,8,8,8,100
827084,10,10,10,10,10,10,10,132
827098,8,7,10,10,9,8,7,86
827146,7,9,10,10,10,10,8,68
827168,7,10,4,8,8,8,6,38
827171,6,10,9,10,8,8,7,31
827188,8,10,8,8,7,10,7,59
827228,4,5,10,5,10,10,6,29
827252,8,8,10,10,10,10,10,93
827289,7,8,8,8,8,9,8,55
827329,7,7,8,8,8,7,7,65
827345,7,7,9,9,9,8,7,50
827369,9,9,9,10,9,10,9,60
827375,8,7,7,7,7,8,7,68
827386,8,7,8,8,8,8,7,57
827398,8,9,9,9,9,9,8,56
827400,7,8,8,8,8,7,7,60
827407,8,8,9,8,8,9,8,92
827413,9,9,9,9,9,9,9,60
827428,10,10,10,10,10,10,10,47
827436,10,10,10,10,10,10,10,50
827447,10,10,10,10,10,10,10,26
827449,10,10,10,10,10,10,10,32
827457,10,10,10,10,10,10,10,67
827482,10,10,10,10,10,10,10,24
827486,6,9,7,7,8,8,6,40
827517,8,8,5,7,6,7,7,45
827578,7,7,8,7,7,8,9,37
827615,8,8,8,8,8,8,8,34
827618,10,10,10,10,10,10,10,40
827639,9,7,8,7,8,7,8,29
827647,8,7,6,8,9,4,8,49
827689,7,10,10,10,10,10,7,39
827773,6,7,6,7,6,6,7,50
827781,6,6,6,7,7,6,7,64
827847,7,7,7,7,7,7,7,30
827870,8,8,8,8,8,8,8,31
827874,7,7,7,6,7,9,7,46
827875,7,8,8,8,7,8,7,37
827880,7,7,7,7,7,7,7,60
827887,9,9,9,9,9,9,9,63
828117,6,8,8,8,8,8,8,49
828121,6,7,7,7,8,8,8,54
828159,7,9,8,9,9,9,9,50
828169,9,9,6,3,5,8,9,57
828183,6,7,8,8,8,8,7,53
828184,5,8,8,8,8,9,9,47
850009,8,8,8,8,7,8,8,50
850010,9,9,9,9,9,10,9,61
850011,9,9,7,7,7,7,8,69
850012,9,5,4,4,3,6,6,28
850013,10,10,10,10,10,10,9,70
850016,10,10,10,10,10,10,10,60
850019,10,10,10,10,10,10,10,107
850024,7,7,6,9,9,9,7,48
850025,6,6,5,5,6,6,6,34
850027,8,10,10,10,10,10,9,51
850030,10,10,10,10,9,10,10,43
850035,8,9,7,8,7,8,8,50
850036,8,8,8,8,8,8,8,41
851008,9,9,9,9,9,9,9,37
851012,7,6,5,6,6,7,8,48
851015,6,6,7,8,8,8,7,43
851017,6,6,6,5,8,8,7,33
851025,9,7,9,9,7,9,7,83
851032,6,5,9,9,9,9,5,41
851037,9,9,5,9,5,9,9,44
851043,8,9,8,8,8,9,8,30
851049,5,7,9,9,10,10,10,44
851051,6,6,10,10,10,10,10,39
851058,10,10,10,10,10,10,10,49
851068,10,10,10,10,10,10,10,63
851079,7,7,7,7,7,7,7,46
851097,10,10,10,10,10,10,10,38
851098,10,10,8,8,8,10,10,41
851099,6,7,8,8,5,10,10,33
851101,7,8,7,8,8,8,8,29
851107,8,8,8,8,8,8,8,46
851110,7,6,6,8,7,8,9,45
851111,8,8,8,8,8,8,8,43
851114,6,7,6,7,8,8,8,35
851116,6,6,7,9,9,7,8,25
851128,8,8,8,8,8,7,8,38
851130,6,5,4,5,4,6,7,28
851134,9,9,9,9,9,9,9,33
851136,8,8,8,8,8,8,8,41
851147,8,8,8,8,8,8,8,33
851151,9,9,9,9,9,9,9,55
851158,10,10,10,10,10,10,10,49
851172,10,10,10,10,10,10,10,68
851176,9,9,9,9,9,9,9,54
851185,10,10,10,10,8,10,9,59
851192,9,10,8,10,10,10,10,29
851203,8,9,9,9,9,9,9,28
851205,5,9,9,9,9,9,9,33
851207,9,9,7,9,9,9,9,45
851211,8,8,8,9,9,9,7,42
851212,7,8,9,9,9,9,9,37
851216,9,9,9,9,9,9,9,52
851218,8,9,9,9,9,9,9,42
851223,9,9,9,9,9,9,9,54
851226,5,6,9,9,9,9,5,47
851229,7,9,9,9,9,9,9,34
851231,9,9,9,9,9,9,9,30
851233,9,9,9,9,9,9,9,61
851238,6,8,9,9,9,9,8,25
851281,9,9,9,9,9,9,9,59
851292,8,8,9,9,9,9,7,65
851322,8,8,7,8,7,8,8,60
851329,10,9,8,10,8,10,10,30
851331,10,10,8,9,10,10,10,72
851333,10,10,7,10,10,10,10,40
851336,10,10,10,10,8,10,10,66
851341,9,9,8,9,8,9,9,64
851342,10,10,10,10,10,10,10,67
851349,8,8,7,9,8,8,6,30
851355,10,10,7,9,7,9,8,56
851359,8,8,9,10,10,10,8,26
851365,8,8,8,9,8,9,9,40
851367,8,8,8,10,9,10,8,45
851384,7,8,9,9,9,8,7,34
851385,7,7,8,9,9,8,8,43
851386,8,7,9,9,9,9,8,23
851392,9,9,8,10,8,9,9,34
851393,8,7,8,10,7,8,8,27
851399,9,9,7,10,8,10,9,31
851414,9,9,7,10,9,9,9,42
851448,6,6,6,6,6,6,6,54
851476,6,6,7,7,8,5,4,50
851482,7,7,8,8,8,5,6,52
851493,8,8,6,6,6,8,8,65
851497,7,8,8,8,8,6,7,50
851503,8,8,9,9,8,8,7,55
851504,8,8,7,7,6,8,8,60
851514,8,8,8,8,8,9,7,60
851517,9,9,9,9,9,8,8,50
851522,10,10,10,10,10,10,10,42
851526,8,8,8,9,8,8,7,42
851527,9,9,8,8,8,9,8,66
851530,10,10,8,9,9,8,8,59
851542,9,8,6,8,7,7,5,53
851544,9,9,8,9,8,9,8,35
851552,8,8,7,6,6,7,6,45
851562,10,9,6,7,8,8,8,53
851575,4,5,2,5,5,5,5,70
851576,7,7,5,5,4,7,7,86
851577,5,4,4,6,6,6,4,88
851579,4,4,3,4,6,5,4,63
851580,3,3,3,6,6,6,4,105
851582,4,5,3,6,7,7,5,68
851584,6,6,2,4,2,7,6,80
851585,7,7,3,5,2,7,7,57
851586,5,5,3,6,5,6,5,93
851587,7,7,5,7,7,7,7,75
851605,4,4,7,7,6,6,4,55
851620,4,4,6,6,6,4,4,22
851623,6,6,6,7,6,6,6,31
851627,8,9,7,8,8,9,10,68
851648,6,6,6,8,7,5,5,31
851665,6,8,6,7,5,8,6,40
851670,8,10,8,8,7,8,8,60
851672,8,10,8,8,5,8,8,50
851673,9,10,6,7,6,7,8,50
851682,6,7,5,7,5,6,6,40
851684,8,9,8,8,6,8,7,60
851690,5,4,6,7,5,7,4,60
851692,7,9,8,8,7,8,7,50
851693,7,9,7,8,6,8,6,40
851699,8,8,6,8,5,9,8,60
851701,7,9,5,7,5,8,7,45
851703,8,9,7,8,7,8,8,50
851704,10,10,7,7,6,7,8,50
851705,7,8,7,7,7,8,6,50
851718,6,7,10,10,7,8,8,42
851721,9,9,9,10,10,9,6,48
851724,10,10,10,10,10,9,8,49
851735,10,10,10,10,10,9,8,46
851754,9,9,8,9,8,9,9,39
851759,9,8,7,7,6,9,9,34
851760,8,7,6,8,7,8,9,36
851761,7,7,8,9,9,9,9,38
851764,8,7,8,8,8,8,8,24
851769,9,8,6,9,8,9,9,29
851770,7,7,7,9,8,8,7,40
851794,9,7,7,7,7,8,8,34
851800,8,8,8,8,8,8,8,65
851803,1,2,1,1,1,1,1,108
851806,7,7,7,7,7,7,7,54
851807,5,5,3,3,3,3,7,108
851812,7,7,7,7,7,7,7,23
851819,6,6,5,5,5,5,5,25
851823,9,9,9,9,9,9,9,36
851827,9,9,9,9,9,9,9,52
851829,7,7,7,7,7,7,7,24
851831,4,3,5,5,5,5,5,44
851834,5,5,5,5,5,5,5,66
851836,5,6,6,6,6,6,6,32
851842,2,2,9,9,9,2,1,41
851844,10,10,10,10,10,10,10,88
851846,10,10,10,10,10,10,10,60
851847,10,10,10,10,10,10,10,86
851848,10,10,6,7,8,10,10,48
851850,10,10,10,10,10,10,10,62
851854,9,9,9,10,10,10,10,69
851859,10,10,10,10,10,10,10,117
851861,10,10,10,10,10,10,10,70
851862,10,10,9,8,9,10,10,41
851863,10,10,8,8,7,10,10,83
851865,10,10,10,10,10,10,10,61
851866,10,10,10,10,10,10,10,74
851867,10,10,9,10,10,10,10,97
851872,10,10,10,10,9,10,10,92
851874,10,10,8,10,10,10,10,85
851878,10,10,10,10,10,10,10,73
851880,10,10,9,8,8,10,10,98
851885,10,10,10,10,10,10,10,63
851886,10,9,9,10,9,10,10,58
851903,8,9,10,9,9,9,8,55
851907,7,8,8,8,8,9,8,65
851911,7,8,8,8,8,9,7,64
851918,6,6,8,8,8,7,5,53
851923,7,7,7,7,7,8,7,55
851934,7,7,5,8,6,7,7,32
