NQUEST,DEBM31,TDEBITA31,TMUTUOAB31,MUTUOIN31,MUTUODU31,TAEG31,DEBGAR31_1,DEBGAR31_2,DEBGAR31_3,DEBGAR31_4,DEBGAR31_5,DEBPERS31,DEBRF31,DEBM32,TDEBITA32,TMUTUOAB32,MUTUOIN32,MUTUODU32,TAEG32,DEBGAR32_1,DEBGAR32_2,DEBGAR32_3,DEBGAR32_4,DEBGAR32_5,DEBPERS32,DEBRF32,DEBM33,TDEBITA33,TMUTUOAB33,MUTUOIN33,MUTUODU33,TAEG33,DEBGAR33_1,DEBGAR33_2,DEBGAR33_3,DEBGAR33_4,DEBGAR33_5,DEBPERS33,DEBRF33,TAEG11,TAEG12,TAEG13
866144,1,12500,107,12500,10,7,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
866299,1,7300,2724,10000,4,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
866387,1,4300,2150,8500,4,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
866441,1,3000,1500,4500,3,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
866446,4,12000,6000,16000,5,,0,0,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
866463,2,10000,20000,50000,3,,0,0,0,1,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
866470,2,250,220,500,2,0,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
866490,1,10000,3000,15000,6,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
866496,1,4000,236,4000,18,*,1,0,0,0,0,,2,2,300,99,1000,12,,0,0,0,0,1,,2,,,,,,,,,,,,,,1,2,
866497,1,1800,2640,12000,5,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
866507,2,400,530,900,2,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
866523,4,15000,7000,26000,4,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
866528,1,15000,2160,17000,7,,0,1,0,0,0,,2,4,10000,120,10000,7,,0,1,0,0,0,,2,,,,,,,,,,,,,,2,2,
866552,4,13000,4280,15000,6,,0,0,0,0,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
866597,1,4900,1000,5400,2,7,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
866625,2,2000,200,2000,1,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
866686,1,3000,50,16000,4,8,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
866734,2,1000,500,1500,3,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
866818,1,11000,3950,14000,5,8,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
866829,1,6500,2500,9000,3,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
866940,4,20000,6000,25000,10,,0,0,0,0,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
866946,4,1000,700,2000,2,,1,0,0,0,0,,2,4,30000,5000,30000,7,,0,0,0,1,0,1,2,,,,,,,,,,,,,,2,2,
867224,4,250,2000,4000,4,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
867304,1,10000,3670,15000,4,7,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
867383,2,3500,1680,6500,5,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
867462,1,14400,3100,17000,7,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
867497,2,110,1210,1300,1,,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
867603,2,200,400,800,1,,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
867608,2,600,600,1140,1,,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
867612,2,500,500,1500,2,5,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
867627,4,19000,3000,25000,12,,0,0,0,0,1,,2,4,19000,3000,25000,10,,0,0,0,0,1,,3,,,,,,,,,,,,,,2,2,
867639,1,5320,3800,9000,2,,0,0,0,1,0,1,2,1,9750,2500,13500,4,,0,0,0,1,0,1,2,,,,,,,,,,,,,,2,2,
867802,1,7200,2400,10000,5,,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
867839,1,2300,2328,8000,4,7,0,0,0,1,0,1,2,4,650,475,1000,1,7,0,0,0,1,0,1,2,,,,,,,,,,,,,,1,1,
867876,1,2500,1920,5000,3,,0,0,0,1,0,1,2,2,50,500,694,1,,0,0,0,1,0,1,2,,,,,,,,,,,,,,2,2,
867904,4,3000,3000,15000,5,,0,0,0,0,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
867914,1,15000,3400,18000,6,,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
867921,4,8200,2500,10000,5,,0,1,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
867993,2,200,1000,1290,1,,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
868064,1,12000,4000,22000,8,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
868109,1,5500,1800,6000,5,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
868118,1,3500,6000,25000,5,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
868124,1,10000,217,10100,4,7,0,0,0,0,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
868136,1,6000,2800,10000,6,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
868147,1,2000,1800,6000,4,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
868164,2,1000,300,1400,1,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
868264,2,550,750,1300,1,0,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
868280,1,15000,3000,18000,7,,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
868305,1,3500,350,3500,1,,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
868402,4,10000,110,10000,10,1,0,0,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
868452,1,8000,3600,15000,5,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
868466,1,1500,1200,2500,2,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
868477,1,1300,1800,9000,5,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
868478,1,22000,7000,25000,5,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
868482,1,9000,2500,13400,5,6,0,0,0,1,0,1,2,1,2300,1000,3000,3,,0,0,0,1,0,1,2,,,,,,,,,,,,,,1,2,
868564,1,3000,2400,7000,3,5,0,0,0,1,0,1,2,1,4000,2000,6000,3,5,0,0,0,1,0,1,2,,,,,,,,,,,,,,1,1,
868583,1,5200,2660,12000,5,3,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
868689,2,15000,4000,16000,6,6,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
868748,1,15000,9000,40000,5,4,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
868761,1,4200,1920,5000,3,0,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
868764,1,7000,2800,10000,5,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
868767,4,8000,4000,15000,5,7,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
868772,4,8000,2500,12000,5,5,0,0,0,1,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
868777,1,5000,4000,9800,3,0,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
868790,4,5000,160,5000,4,,0,0,0,1,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
868832,2,6000,600,6500,1,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
868833,4,5000,3000,5000,2,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
868841,1,5000,2800,13500,5,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
868842,1,5400,2700,14000,6,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
869003,1,2500,2400,10000,5,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
869007,1,2500,500,3000,3,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
869018,2,1000,1200,1000,1,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
869020,1,3000,3000,12000,4,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
869021,2,2500,500,3000,6,0,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
869034,1,2640,1080,3000,4,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
869035,1,11000,3600,18000,5,,0,0,0,1,0,1,2,2,9000,3000,14000,5,,0,0,0,1,0,1,2,1,4300,1200,6000,5,,0,0,0,1,0,1,2,2,2,2
